Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
20240430_072512
/home/paperspace/Desktop/Let-The-Quantum-Creep-In/scripts
Using device cuda
Training Config:
{'framework': 'torch', 'batch_size': 200, 'learning_rate': '5e-4', 'steps': 50, 'print_every_percent': 0.2, 'reps': 5}
____Training with replacement_lvl = 0____
====Training on MNIST====
----Training with rep = 0----
Number of train batches = 300, Number of test batches = 50
Print every train batch = 60, Print every test batch = 10
Training at step=0, batch=0, train loss = 2.2990, train acc = 0.1600, time = 0.2703 seconds
Testing at step=26, batch=0, test loss = 0.3177, test acc = 0.9000, time = 0.0011 seconds
Testing at step=26, batch=10, test loss = 0.2469, test acc = 0.9550, time = 0.0011 seconds
Testing at step=26, batch=20, test loss = 0.3204, test acc = 0.9000, time = 0.0010 seconds
Testing at step=26, batch=30, test loss = 0.4010, test acc = 0.9250, time = 0.0011 seconds
Testing at step=26, batch=40, test loss = 0.2987, test acc = 0.9200, time = 0.0010 seconds
Step 26 finished in 6.0847 seconds, Train loss = 0.2368, Test loss = 0.2920; Train Acc = 0.9328, Test Acc = 0.9228
Training at step=27, batch=0, train loss = 0.1777, train acc = 0.9450, time = 0.0020 seconds
Training at step=27, batch=60, train loss = 0.1577, train acc = 0.9650, time = 0.0019 seconds
Training at step=27, batch=120, train loss = 0.2509, train acc = 0.9350, time = 0.0019 seconds
Training at step=27, batch=180, train loss = 0.3273, train acc = 0.9000, time = 0.0019 seconds
Training at step=27, batch=240, train loss = 0.3398, train acc = 0.9050, time = 0.0019 seconds
Testing at step=27, batch=0, test loss = 0.2915, test acc = 0.9550, time = 0.0011 seconds
Testing at step=27, batch=10, test loss = 0.2764, test acc = 0.9450, time = 0.0010 seconds
Testing at step=27, batch=20, test loss = 0.2681, test acc = 0.9000, time = 0.0011 seconds
Testing at step=27, batch=30, test loss = 0.3687, test acc = 0.9000, time = 0.0010 seconds
Testing at step=27, batch=40, test loss = 0.2755, test acc = 0.9250, time = 0.0011 seconds
Step 27 finished in 6.0855 seconds, Train loss = 0.2375, Test loss = 0.2879; Train Acc = 0.9329, Test Acc = 0.9240
Training at step=28, batch=0, train loss = 0.1162, train acc = 0.9700, time = 0.0021 seconds
Training at step=28, batch=60, train loss = 0.2548, train acc = 0.9350, time = 0.0019 seconds
Training at step=28, batch=120, train loss = 0.2509, train acc = 0.9500, time = 0.0019 seconds
Training at step=28, batch=180, train loss = 0.2558, train acc = 0.9350, time = 0.0019 seconds
Training at step=28, batch=240, train loss = 0.2502, train acc = 0.9350, time = 0.0019 seconds
Testing at step=28, batch=0, test loss = 0.2828, test acc = 0.9200, time = 0.0011 seconds
Testing at step=28, batch=10, test loss = 0.1476, test acc = 0.9550, time = 0.0010 seconds
Testing at step=28, batch=20, test loss = 0.3358, test acc = 0.9000, time = 0.0010 seconds
Testing at step=28, batch=30, test loss = 0.2319, test acc = 0.9400, time = 0.0011 seconds
Testing at step=28, batch=40, test loss = 0.2961, test acc = 0.9200, time = 0.0010 seconds
Step 28 finished in 6.0939 seconds, Train loss = 0.2367, Test loss = 0.2899; Train Acc = 0.9342, Test Acc = 0.9220
Training at step=29, batch=0, train loss = 0.1209, train acc = 0.9700, time = 0.0021 seconds
Training at step=29, batch=60, train loss = 0.3137, train acc = 0.9250, time = 0.0019 seconds
Training at step=29, batch=120, train loss = 0.1742, train acc = 0.9450, time = 0.0019 seconds
Training at step=29, batch=180, train loss = 0.2078, train acc = 0.9350, time = 0.0019 seconds
Training at step=29, batch=240, train loss = 0.2068, train acc = 0.9350, time = 0.0019 seconds
Testing at step=29, batch=0, test loss = 0.4539, test acc = 0.8900, time = 0.0011 seconds
Testing at step=29, batch=10, test loss = 0.2579, test acc = 0.9300, time = 0.0010 seconds
Testing at step=29, batch=20, test loss = 0.2320, test acc = 0.9450, time = 0.0010 seconds
Testing at step=29, batch=30, test loss = 0.3688, test acc = 0.9250, time = 0.0010 seconds
Testing at step=29, batch=40, test loss = 0.2390, test acc = 0.9300, time = 0.0010 seconds
Step 29 finished in 6.1203 seconds, Train loss = 0.2361, Test loss = 0.2939; Train Acc = 0.9331, Test Acc = 0.9240
Training at step=30, batch=0, train loss = 0.2498, train acc = 0.9150, time = 0.0020 seconds
Training at step=30, batch=60, train loss = 0.4017, train acc = 0.9000, time = 0.0019 seconds
Training at step=30, batch=120, train loss = 0.2552, train acc = 0.9350, time = 0.0019 seconds
Training at step=30, batch=180, train loss = 0.2293, train acc = 0.9400, time = 0.0019 seconds
Training at step=30, batch=240, train loss = 0.1760, train acc = 0.9200, time = 0.0020 seconds
Testing at step=30, batch=0, test loss = 0.3097, test acc = 0.9100, time = 0.0011 seconds
Testing at step=30, batch=10, test loss = 0.2143, test acc = 0.9400, time = 0.0011 seconds
Testing at step=30, batch=20, test loss = 0.3503, test acc = 0.9050, time = 0.0011 seconds
Testing at step=30, batch=30, test loss = 0.2700, test acc = 0.9300, time = 0.0011 seconds
Testing at step=30, batch=40, test loss = 0.1991, test acc = 0.9600, time = 0.0010 seconds
Step 30 finished in 6.1084 seconds, Train loss = 0.2353, Test loss = 0.2921; Train Acc = 0.9330, Test Acc = 0.9255
Training at step=31, batch=0, train loss = 0.2691, train acc = 0.9250, time = 0.0020 seconds
Training at step=31, batch=60, train loss = 0.2157, train acc = 0.9350, time = 0.0019 seconds
Training at step=31, batch=120, train loss = 0.1657, train acc = 0.9550, time = 0.0019 seconds
Training at step=31, batch=180, train loss = 0.3328, train acc = 0.9300, time = 0.0019 seconds
Training at step=31, batch=240, train loss = 0.1859, train acc = 0.9350, time = 0.0019 seconds
Testing at step=31, batch=0, test loss = 0.3565, test acc = 0.9150, time = 0.0011 seconds
Testing at step=31, batch=10, test loss = 0.3225, test acc = 0.9350, time = 0.0010 seconds
Testing at step=31, batch=20, test loss = 0.2680, test acc = 0.9400, time = 0.0011 seconds
Testing at step=31, batch=30, test loss = 0.2566, test acc = 0.8800, time = 0.0010 seconds
Testing at step=31, batch=40, test loss = 0.5013, test acc = 0.8750, time = 0.0011 seconds
Step 31 finished in 6.0648 seconds, Train loss = 0.2347, Test loss = 0.2889; Train Acc = 0.9339, Test Acc = 0.9223
Training at step=32, batch=0, train loss = 0.1465, train acc = 0.9600, time = 0.0021 seconds
Training at step=32, batch=60, train loss = 0.2347, train acc = 0.9500, time = 0.0019 seconds
Training at step=32, batch=120, train loss = 0.1988, train acc = 0.9450, time = 0.0019 seconds
Training at step=32, batch=180, train loss = 0.3579, train acc = 0.9200, time = 0.0019 seconds
Training at step=32, batch=240, train loss = 0.2919, train acc = 0.8950, time = 0.0019 seconds
Testing at step=32, batch=0, test loss = 0.2543, test acc = 0.9050, time = 0.0011 seconds
Testing at step=32, batch=10, test loss = 0.2064, test acc = 0.9450, time = 0.0011 seconds
Testing at step=32, batch=20, test loss = 0.2798, test acc = 0.9200, time = 0.0010 seconds
Testing at step=32, batch=30, test loss = 0.3822, test acc = 0.9050, time = 0.0010 seconds
Testing at step=32, batch=40, test loss = 0.4677, test acc = 0.8800, time = 0.0010 seconds
Step 32 finished in 6.0888 seconds, Train loss = 0.2340, Test loss = 0.2908; Train Acc = 0.9349, Test Acc = 0.9219
Training at step=33, batch=0, train loss = 0.2497, train acc = 0.9550, time = 0.0021 seconds
Training at step=33, batch=60, train loss = 0.1959, train acc = 0.9500, time = 0.0019 seconds
Training at step=33, batch=120, train loss = 0.2866, train acc = 0.9200, time = 0.0019 seconds
Training at step=33, batch=180, train loss = 0.2319, train acc = 0.9400, time = 0.0020 seconds
Training at step=33, batch=240, train loss = 0.1931, train acc = 0.9500, time = 0.0019 seconds
Testing at step=33, batch=0, test loss = 0.2300, test acc = 0.9400, time = 0.0011 seconds
Testing at step=33, batch=10, test loss = 0.3057, test acc = 0.9300, time = 0.0010 seconds
Testing at step=33, batch=20, test loss = 0.2719, test acc = 0.9300, time = 0.0011 seconds
Testing at step=33, batch=30, test loss = 0.3593, test acc = 0.9300, time = 0.0011 seconds
Testing at step=33, batch=40, test loss = 0.2270, test acc = 0.9400, time = 0.0010 seconds
Step 33 finished in 6.1251 seconds, Train loss = 0.2335, Test loss = 0.2888; Train Acc = 0.9343, Test Acc = 0.9252
Training at step=34, batch=0, train loss = 0.2703, train acc = 0.8950, time = 0.0020 seconds
Training at step=34, batch=60, train loss = 0.2288, train acc = 0.9250, time = 0.0019 seconds
Training at step=34, batch=120, train loss = 0.2090, train acc = 0.9350, time = 0.0019 seconds
Training at step=34, batch=180, train loss = 0.2368, train acc = 0.9250, time = 0.0019 seconds
Training at step=34, batch=240, train loss = 0.1935, train acc = 0.9400, time = 0.0019 seconds
Testing at step=34, batch=0, test loss = 0.2193, test acc = 0.9400, time = 0.0011 seconds
Testing at step=34, batch=10, test loss = 0.2363, test acc = 0.9450, time = 0.0011 seconds
Testing at step=34, batch=20, test loss = 0.2555, test acc = 0.9450, time = 0.0010 seconds
Testing at step=34, batch=30, test loss = 0.3407, test acc = 0.9150, time = 0.0010 seconds
Testing at step=34, batch=40, test loss = 0.3120, test acc = 0.9200, time = 0.0010 seconds
Step 34 finished in 6.1288 seconds, Train loss = 0.2331, Test loss = 0.2913; Train Acc = 0.9346, Test Acc = 0.9225
Training at step=35, batch=0, train loss = 0.2206, train acc = 0.9300, time = 0.0020 seconds
Training at step=35, batch=60, train loss = 0.2617, train acc = 0.9450, time = 0.0019 seconds
Training at step=35, batch=120, train loss = 0.2354, train acc = 0.9450, time = 0.0019 seconds
Training at step=35, batch=180, train loss = 0.3093, train acc = 0.9100, time = 0.0020 seconds
Training at step=35, batch=240, train loss = 0.2560, train acc = 0.9250, time = 0.0019 seconds
Testing at step=35, batch=0, test loss = 0.2727, test acc = 0.9200, time = 0.0011 seconds
Testing at step=35, batch=10, test loss = 0.2287, test acc = 0.9400, time = 0.0010 seconds
Testing at step=35, batch=20, test loss = 0.3232, test acc = 0.9000, time = 0.0011 seconds
Testing at step=35, batch=30, test loss = 0.4003, test acc = 0.9000, time = 0.0010 seconds
Testing at step=35, batch=40, test loss = 0.2609, test acc = 0.9300, time = 0.0010 seconds
Step 35 finished in 6.1318 seconds, Train loss = 0.2333, Test loss = 0.2912; Train Acc = 0.9338, Test Acc = 0.9235
Training at step=36, batch=0, train loss = 0.2345, train acc = 0.9300, time = 0.0021 seconds
Training at step=36, batch=60, train loss = 0.1293, train acc = 0.9600, time = 0.0020 seconds
Training at step=36, batch=120, train loss = 0.1052, train acc = 0.9700, time = 0.0019 seconds
Training at step=36, batch=180, train loss = 0.1892, train acc = 0.9300, time = 0.0019 seconds
Training at step=36, batch=240, train loss = 0.1610, train acc = 0.9350, time = 0.0019 seconds
Testing at step=36, batch=0, test loss = 0.4263, test acc = 0.8900, time = 0.0011 seconds
Testing at step=36, batch=10, test loss = 0.2384, test acc = 0.9300, time = 0.0010 seconds
Testing at step=36, batch=20, test loss = 0.4443, test acc = 0.9000, time = 0.0010 seconds
Testing at step=36, batch=30, test loss = 0.2431, test acc = 0.9350, time = 0.0011 seconds
Testing at step=36, batch=40, test loss = 0.2916, test acc = 0.9200, time = 0.0010 seconds
Step 36 finished in 6.1217 seconds, Train loss = 0.2333, Test loss = 0.2908; Train Acc = 0.9339, Test Acc = 0.9228
Training at step=37, batch=0, train loss = 0.2114, train acc = 0.9300, time = 0.0021 seconds
Training at step=37, batch=60, train loss = 0.3184, train acc = 0.9150, time = 0.0019 seconds
Training at step=37, batch=120, train loss = 0.1812, train acc = 0.9450, time = 0.0019 seconds
Training at step=37, batch=180, train loss = 0.3405, train acc = 0.9250, time = 0.0019 seconds
Training at step=37, batch=240, train loss = 0.2698, train acc = 0.9350, time = 0.0020 seconds
Testing at step=37, batch=0, test loss = 0.2014, test acc = 0.9600, time = 0.0011 seconds
Testing at step=37, batch=10, test loss = 0.2395, test acc = 0.9350, time = 0.0010 seconds
Testing at step=37, batch=20, test loss = 0.1713, test acc = 0.9600, time = 0.0011 seconds
Testing at step=37, batch=30, test loss = 0.2203, test acc = 0.9400, time = 0.0011 seconds
Testing at step=37, batch=40, test loss = 0.3083, test acc = 0.9350, time = 0.0010 seconds
Step 37 finished in 6.1238 seconds, Train loss = 0.2329, Test loss = 0.2910; Train Acc = 0.9348, Test Acc = 0.9242
Training at step=38, batch=0, train loss = 0.1526, train acc = 0.9600, time = 0.0023 seconds
Training at step=38, batch=60, train loss = 0.1680, train acc = 0.9400, time = 0.0019 seconds
Training at step=38, batch=120, train loss = 0.2734, train acc = 0.9350, time = 0.0019 seconds
Training at step=38, batch=180, train loss = 0.1378, train acc = 0.9750, time = 0.0019 seconds
Training at step=38, batch=240, train loss = 0.2790, train acc = 0.9150, time = 0.0019 seconds
Testing at step=38, batch=0, test loss = 0.3085, test acc = 0.9200, time = 0.0011 seconds
Testing at step=38, batch=10, test loss = 0.2319, test acc = 0.9400, time = 0.0010 seconds
Testing at step=38, batch=20, test loss = 0.2258, test acc = 0.9250, time = 0.0011 seconds
Testing at step=38, batch=30, test loss = 0.3256, test acc = 0.9200, time = 0.0010 seconds
Testing at step=38, batch=40, test loss = 0.2777, test acc = 0.9000, time = 0.0010 seconds
Step 38 finished in 6.1188 seconds, Train loss = 0.2322, Test loss = 0.2941; Train Acc = 0.9349, Test Acc = 0.9225
Training at step=39, batch=0, train loss = 0.3248, train acc = 0.9000, time = 0.0021 seconds
Training at step=39, batch=60, train loss = 0.2279, train acc = 0.9450, time = 0.0019 seconds
Training at step=39, batch=120, train loss = 0.3530, train acc = 0.9250, time = 0.0019 seconds
Training at step=39, batch=180, train loss = 0.1438, train acc = 0.9450, time = 0.0019 seconds
Training at step=39, batch=240, train loss = 0.2653, train acc = 0.9250, time = 0.0019 seconds
Testing at step=39, batch=0, test loss = 0.2491, test acc = 0.9250, time = 0.0011 seconds
Testing at step=39, batch=10, test loss = 0.2137, test acc = 0.9350, time = 0.0010 seconds
Testing at step=39, batch=20, test loss = 0.3396, test acc = 0.9150, time = 0.0010 seconds
Testing at step=39, batch=30, test loss = 0.2155, test acc = 0.9500, time = 0.0011 seconds
Testing at step=39, batch=40, test loss = 0.3155, test acc = 0.9200, time = 0.0010 seconds
Step 39 finished in 6.0655 seconds, Train loss = 0.2318, Test loss = 0.2888; Train Acc = 0.9348, Test Acc = 0.9239
Training at step=40, batch=0, train loss = 0.2061, train acc = 0.9550, time = 0.0020 seconds
Training at step=40, batch=60, train loss = 0.2583, train acc = 0.9300, time = 0.0019 seconds
Training at step=40, batch=120, train loss = 0.3093, train acc = 0.9150, time = 0.0019 seconds
Training at step=40, batch=180, train loss = 0.2170, train acc = 0.9400, time = 0.0019 seconds
Training at step=40, batch=240, train loss = 0.4293, train acc = 0.9050, time = 0.0019 seconds
Testing at step=40, batch=0, test loss = 0.2194, test acc = 0.9350, time = 0.0011 seconds
Testing at step=40, batch=10, test loss = 0.1795, test acc = 0.9450, time = 0.0010 seconds
Testing at step=40, batch=20, test loss = 0.3796, test acc = 0.8850, time = 0.0011 seconds
Testing at step=40, batch=30, test loss = 0.3164, test acc = 0.9300, time = 0.0011 seconds
Testing at step=40, batch=40, test loss = 0.2814, test acc = 0.9250, time = 0.0010 seconds
Step 40 finished in 6.0743 seconds, Train loss = 0.2317, Test loss = 0.2877; Train Acc = 0.9345, Test Acc = 0.9212
Training at step=41, batch=0, train loss = 0.2052, train acc = 0.9350, time = 0.0022 seconds
Training at step=41, batch=60, train loss = 0.2155, train acc = 0.9200, time = 0.0019 seconds
Training at step=41, batch=120, train loss = 0.2795, train acc = 0.9050, time = 0.0019 seconds
Training at step=41, batch=180, train loss = 0.2440, train acc = 0.9350, time = 0.0019 seconds
Training at step=41, batch=240, train loss = 0.2213, train acc = 0.9200, time = 0.0019 seconds
Testing at step=41, batch=0, test loss = 0.2790, test acc = 0.9250, time = 0.0011 seconds
Testing at step=41, batch=10, test loss = 0.3634, test acc = 0.9150, time = 0.0011 seconds
Testing at step=41, batch=20, test loss = 0.2819, test acc = 0.9250, time = 0.0010 seconds
Testing at step=41, batch=30, test loss = 0.2079, test acc = 0.9250, time = 0.0011 seconds
Testing at step=41, batch=40, test loss = 0.4195, test acc = 0.8950, time = 0.0011 seconds
Step 41 finished in 6.0772 seconds, Train loss = 0.2308, Test loss = 0.2904; Train Acc = 0.9347, Test Acc = 0.9241
Training at step=42, batch=0, train loss = 0.1788, train acc = 0.9550, time = 0.0021 seconds
Training at step=42, batch=60, train loss = 0.2611, train acc = 0.9200, time = 0.0020 seconds
Training at step=42, batch=120, train loss = 0.2539, train acc = 0.9150, time = 0.0019 seconds
Training at step=42, batch=180, train loss = 0.2302, train acc = 0.9450, time = 0.0020 seconds
Training at step=42, batch=240, train loss = 0.3415, train acc = 0.9150, time = 0.0019 seconds
Testing at step=42, batch=0, test loss = 0.2218, test acc = 0.9450, time = 0.0011 seconds
Testing at step=42, batch=10, test loss = 0.2576, test acc = 0.9450, time = 0.0011 seconds
Testing at step=42, batch=20, test loss = 0.2595, test acc = 0.9150, time = 0.0011 seconds
Testing at step=42, batch=30, test loss = 0.2135, test acc = 0.9250, time = 0.0010 seconds
Testing at step=42, batch=40, test loss = 0.3020, test acc = 0.9150, time = 0.0010 seconds
Step 42 finished in 6.1154 seconds, Train loss = 0.2297, Test loss = 0.2981; Train Acc = 0.9353, Test Acc = 0.9204
Training at step=43, batch=0, train loss = 0.2799, train acc = 0.9200, time = 0.0021 seconds
Training at step=43, batch=60, train loss = 0.2527, train acc = 0.9250, time = 0.0019 seconds
Training at step=43, batch=120, train loss = 0.1670, train acc = 0.9550, time = 0.0019 seconds
Training at step=43, batch=180, train loss = 0.2369, train acc = 0.9100, time = 0.0019 seconds
